time;Temperature;Humidity;PM25;PM10;CO2;
2021-11-19 15:40:00;23.35;54.23;5.75;6.75;428.05;
2021-11-19 15:35:00;23.45;53.80;5.71;6.71;460.18;
2021-11-19 15:30:00;23.49;52.88;6.25;7.25;459.12;
2021-11-19 15:25:00;23.50;52.73;4.00;5.00;474.94;
2021-11-19 15:20:00;23.62;52.66;3.86;4.86;500.04;
2021-11-19 15:15:00;23.73;52.77;3.50;4.50;553.66;
2021-11-19 15:10:00;23.80;53.05;4.00;5.00;628.63;
2021-11-19 15:05:00;23.87;52.61;3.63;4.63;655.12;
2021-11-19 15:00:00;23.94;52.48;4.00;5.00;673.65;
2021-11-19 14:55:00;24.05;52.57;3.00;4.00;712.92;
2021-11-19 14:50:00;24.13;52.74;3.63;4.63;789.01;
2021-11-19 14:45:00;24.24;52.50;4.50;5.50;845.71;
2021-11-19 14:40:00;24.38;52.49;3.86;4.86;878.90;
2021-11-19 14:35:00;24.50;52.44;3.75;4.75;972.62;
2021-11-19 14:30:00;24.55;53.18;2.63;3.63;953.90;
2021-11-19 14:25:00;24.55;53.29;2.71;3.71;992.83;
2021-11-19 14:20:00;24.51;53.55;2.75;3.75;1.01 K;
2021-11-19 14:15:00;24.50;53.50;3.00;4.00;1.03 K;
2021-11-19 14:10:00;24.46;53.82;2.63;3.63;1.03 K;
2021-11-19 14:05:00;24.45;53.80;2.75;3.75;1.04 K;
2021-11-19 14:00:00;24.38;53.99;2.57;3.57;1.03 K;
2021-11-19 13:55:00;24.36;53.93;2.38;3.38;1.02 K;
2021-11-19 13:50:00;24.33;53.83;2.50;3.50;1.03 K;
2021-11-19 13:45:00;24.32;54.16;3.14;4.14;1.03 K;
2021-11-19 13:40:00;24.27;54.12;2.38;3.38;1.02 K;
2021-11-19 13:35:00;24.24;53.96;2.75;3.75;1.04 K;
2021-11-19 13:30:00;24.25;54.40;2.43;3.43;1.06 K;
2021-11-19 13:25:00;24.20;54.38;2.00;3.00;1.07 K;
2021-11-19 13:20:00;24.19;54.46;2.57;3.57;1.04 K;
2021-11-19 13:15:00;24.15;54.40;2.25;3.25;1.03 K;
2021-11-19 13:10:00;24.13;54.52;2.50;3.50;1.05 K;
2021-11-19 13:05:00;24.10;54.49;2.71;3.71;992.97;
2021-11-19 13:00:00;24.09;54.50;2.13;3.13;977.58;
2021-11-19 12:55:00;24.03;54.63;2.25;3.25;973.80;
2021-11-19 12:50:00;23.98;54.41;2.14;3.14;918.01;
2021-11-19 12:45:00;23.96;54.40;2.13;3.13;864.56;
2021-11-19 12:40:00;23.93;53.99;2.13;3.13;856.78;
2021-11-19 12:35:00;23.88;53.87;2.43;3.43;891.53;
2021-11-19 12:30:00;23.85;54.01;2.38;3.38;889.18;
2021-11-19 12:25:00;23.79;54.19;3.14;4.14;898.01;
2021-11-19 12:20:00;23.77;54.34;2.50;3.50;874.90;
2021-11-19 12:15:00;23.70;54.09;2.75;3.75;879.23;
2021-11-19 12:10:00;23.63;53.95;2.43;3.43;861.51;
2021-11-19 12:05:00;23.61;53.83;2.63;3.63;827.01;
2021-11-19 12:00:00;23.55;53.62;2.25;3.25;832.02;
2021-11-19 11:55:00;23.54;53.59;2.14;3.14;830.88;
2021-11-19 11:50:00;23.50;53.57;2.50;3.50;791.57;
2021-11-19 11:45:00;23.49;53.37;2.13;3.13;772.53;
2021-11-19 11:40:00;23.46;53.59;2.29;3.29;805.81;
2021-11-19 11:35:00;23.40;53.78;2.25;3.25;814.23;
2021-11-19 11:30:00;23.35;53.91;2.14;3.14;804.45;
2021-11-19 11:25:00;23.31;54.07;2.25;3.25;773.09;
2021-11-19 11:20:00;23.25;54.32;2.25;3.25;789.18;
2021-11-19 11:15:00;23.17;54.14;2.29;3.29;768.84;
2021-11-19 11:10:00;23.09;54.29;2.13;3.13;748.60;
2021-11-19 11:05:00;23.02;54.24;2.50;3.50;729.23;
2021-11-19 11:00:00;22.98;53.84;2.86;3.86;683.80;
2021-11-19 10:55:00;22.88;54.04;2.00;3.00;677.83;
2021-11-19 10:50:00;22.84;54.07;2.50;3.50;667.99;
2021-11-19 10:45:00;22.78;54.18;2.00;3.00;652.07;
2021-11-19 10:40:00;22.74;54.34;2.13;3.13;637.60;
2021-11-19 10:35:00;22.66;54.41;1.75;2.75;643.58;
2021-11-19 10:30:00;22.59;54.38;2.00;3.00;643.89;
2021-11-19 10:25:00;22.52;54.39;2.00;3.00;605.01;
2021-11-19 10:20:00;22.40;54.36;2.14;3.14;583.97;
2021-11-19 10:15:00;22.35;54.48;1.88;2.88;572.07;
2021-11-19 10:10:00;22.23;54.66;2.13;3.13;557.09;
2021-11-19 10:05:00;22.16;54.81;1.86;2.86;543.74;
2021-11-19 10:00:00;22.06;54.87;2.13;3.13;533.10;
2021-11-19 09:55:00;21.96;54.81;1.88;2.88;458.29;
2021-11-19 09:50:00;21.91;54.83;1.71;2.71;447.56;
2021-11-19 09:45:00;21.78;55.01;1.50;2.50;403.91;
2021-11-19 09:40:00;21.67;55.09;1.75;2.75;370.79;
2021-11-19 09:35:00;21.56;55.21;1.71;2.71;355.80;
2021-11-19 09:30:00;21.42;55.05;1.75;2.75;309.24;
2021-11-19 09:25:00;21.30;55.05;1.57;2.57;283.80;
2021-11-19 09:20:00;21.19;55.01;1.63;2.63;233.21;
2021-11-19 09:15:00;21.11;54.94;1.63;2.63;196.96;
2021-11-19 09:10:00;21.00;54.90;1.71;2.71;170.40;
2021-11-19 09:05:00;20.88;55.00;1.63;2.63;142.37;
2021-11-19 09:00:00;20.80;55.03;1.75;2.75;122.69;
2021-11-19 08:55:00;20.72;54.93;1.86;2.86;92.51;
2021-11-19 08:50:00;20.66;54.82;1.75;2.75;63.33;
2021-11-19 08:45:00;20.57;54.74;1.63;2.63;42.86;
2021-11-19 08:40:00;20.46;54.91;1.57;2.57;36.87;
2021-11-19 08:35:00;20.38;54.45;1.75;2.75;30.39;
2021-11-19 08:30:00;20.34;54.46;2.14;3.14;28.27;
2021-11-19 08:25:00;20.32;54.49;2.13;3.13;23.61;
2021-11-19 08:20:00;20.33;54.31;1.88;2.88;18.16;
2021-11-19 08:15:00;20.34;54.55;2.00;3.00;16.53;
2021-11-19 08:10:00;20.34;54.51;1.88;2.88;15.86;
2021-11-19 08:05:00;20.34;54.54;2.38;3.38;15.65;
2021-11-19 08:00:00;20.36;54.47;2.00;3.00;15.76;
2021-11-19 07:55:00;20.37;54.48;2.00;3.00;15.97;
2021-11-19 07:50:00;20.38;54.49;2.13;3.13;16.09;
2021-11-19 07:45:00;20.38;54.44;2.00;3.00;16.39;
2021-11-19 07:40:00;20.38;54.50;2.38;3.38;16.42;
2021-11-19 07:35:00;20.41;54.49;2.00;3.00;16.15;
2021-11-19 07:30:00;20.42;54.48;2.29;3.29;15.48;
2021-11-19 07:25:00;20.41;54.46;1.75;2.75;15.82;
2021-11-19 07:20:00;20.42;54.51;1.86;2.86;16.83;
2021-11-19 07:15:00;20.42;54.48;2.25;3.25;16.51;
2021-11-19 07:10:00;20.46;54.43;2.00;3.00;16.39;
2021-11-19 07:05:00;20.47;54.50;2.14;3.14;16.66;
2021-11-19 07:00:00;20.47;54.45;2.38;3.38;17.39;
2021-11-19 06:55:00;20.49;54.46;1.88;2.88;17.34;
2021-11-19 06:50:00;20.50;54.42;2.29;3.29;17.41;
2021-11-19 06:45:00;20.50;54.40;2.13;3.13;17.12;
2021-11-19 06:40:00;20.50;54.37;2.13;3.13;17.95;
2021-11-19 06:35:00;20.52;54.34;2.14;3.14;17.91;
2021-11-19 06:30:00;20.52;54.35;2.13;3.13;17.88;
2021-11-19 06:25:00;20.52;54.33;2.29;3.29;17.87;
2021-11-19 06:20:00;20.58;54.36;2.13;3.13;18.05;
2021-11-19 06:15:00;20.57;54.36;2.00;3.00;18.42;
2021-11-19 06:10:00;20.58;54.34;2.29;3.29;17.40;
2021-11-19 06:05:00;20.57;54.30;2.38;3.38;18.35;
2021-11-19 06:00:00;20.59;54.36;2.25;3.25;18.10;
2021-11-19 05:55:00;20.58;54.28;2.14;3.14;18.30;
2021-11-19 05:50:00;20.62;54.33;2.50;3.50;19.19;
2021-11-19 05:45:00;20.62;54.29;2.25;3.25;18.96;
2021-11-19 05:40:00;20.62;54.27;2.43;3.43;18.99;
2021-11-19 05:35:00;20.64;54.30;2.25;3.25;19.39;
2021-11-19 05:30:00;20.64;54.26;2.25;3.25;20.09;
2021-11-19 05:25:00;20.66;54.22;2.43;3.43;19.95;
2021-11-19 05:20:00;20.67;54.25;2.38;3.38;20.74;
2021-11-19 05:15:00;20.67;54.23;2.43;3.43;20.86;
2021-11-19 05:10:00;20.68;54.26;2.50;3.50;21.26;
2021-11-19 05:05:00;20.70;54.21;2.75;3.75;20.99;
2021-11-19 05:00:00;20.70;54.21;2.57;3.57;22.26;
2021-11-19 04:55:00;20.70;54.21;2.63;3.63;22.26;
2021-11-19 04:50:00;20.71;54.19;3.00;4.00;22.59;
2021-11-19 04:45:00;20.72;54.21;2.86;3.86;22.77;
2021-11-19 04:40:00;20.73;54.15;2.88;3.88;22.51;
2021-11-19 04:35:00;20.75;54.14;2.63;3.63;23.76;
2021-11-19 04:30:00;20.75;54.15;2.71;3.71;23.49;
2021-11-19 04:25:00;20.78;54.11;2.88;3.88;25.35;
2021-11-19 04:20:00;20.80;54.12;2.57;3.57;24.90;
2021-11-19 04:15:00;20.80;54.15;3.13;4.13;26.12;
2021-11-19 04:10:00;20.78;54.10;3.13;4.13;25.82;
2021-11-19 04:05:00;20.82;54.13;3.00;4.00;26.25;
2021-11-19 04:00:00;20.82;54.08;3.00;4.00;27.46;
2021-11-19 03:55:00;20.86;54.12;3.25;4.25;26.23;
2021-11-19 03:50:00;20.86;54.07;3.00;4.00;27.61;
2021-11-19 03:45:00;20.89;54.10;3.13;4.13;28.99;
2021-11-19 03:40:00;20.88;54.04;3.25;4.25;29.90;
2021-11-19 03:35:00;20.88;54.07;3.43;4.43;29.99;
2021-11-19 03:30:00;20.90;54.02;2.88;3.88;30.60;
2021-11-19 03:25:00;20.94;53.99;3.50;4.50;30.51;
2021-11-19 03:20:00;20.94;54.00;3.29;4.29;31.93;
2021-11-19 03:15:00;20.95;53.95;3.25;4.25;31.49;
2021-11-19 03:10:00;20.95;54.03;3.86;4.86;32.53;
2021-11-19 03:05:00;20.98;53.97;3.63;4.63;33.79;
2021-11-19 03:00:00;20.99;53.97;3.50;4.50;34.13;
2021-11-19 02:55:00;20.99;53.92;3.57;4.57;34.43;
2021-11-19 02:50:00;20.99;53.96;3.63;4.63;35.32;
2021-11-19 02:45:00;21.00;53.98;3.63;4.63;37.27;
2021-11-19 02:40:00;21.03;53.94;3.86;4.86;36.86;
2021-11-19 02:35:00;21.03;53.96;3.88;4.88;38.39;
2021-11-19 02:30:00;21.07;53.97;4.00;5.00;39.39;
2021-11-19 02:25:00;21.10;53.92;4.00;5.00;39.51;
2021-11-19 02:20:00;21.10;53.89;3.63;4.63;40.60;
2021-11-19 02:15:00;21.12;53.89;4.38;5.38;40.98;
2021-11-19 02:10:00;21.12;53.91;4.14;5.14;40.84;
2021-11-19 02:05:00;21.13;53.86;4.25;5.25;43.29;
2021-11-19 02:00:00;21.17;53.85;4.14;5.14;44.05;
2021-11-19 01:55:00;21.16;53.85;3.75;4.75;44.70;
2021-11-19 01:50:00;21.19;53.86;4.13;5.13;45.94;
2021-11-19 01:45:00;21.20;53.81;4.29;5.29;46.56;
2021-11-19 01:40:00;21.23;53.79;4.50;5.50;48.08;
2021-11-19 01:35:00;21.20;53.80;4.13;5.13;48.18;
2021-11-19 01:30:00;21.25;53.85;4.86;5.86;48.97;
2021-11-19 01:25:00;21.28;53.77;4.38;5.38;50.82;
2021-11-19 01:20:00;21.28;53.75;4.63;5.63;50.82;
2021-11-19 01:15:00;21.30;53.75;4.29;5.29;51.90;
2021-11-19 01:10:00;21.33;53.75;4.75;5.75;53.12;
2021-11-19 01:05:00;21.33;53.73;4.88;5.88;54.46;
2021-11-19 01:00:00;21.36;53.68;4.43;5.43;53.41;
2021-11-19 00:55:00;21.36;53.75;4.63;5.63;55.58;
2021-11-19 00:50:00;21.37;53.64;5.86;6.86;57.54;
2021-11-19 00:45:00;21.38;53.66;5.38;6.38;59.60;
2021-11-19 00:40:00;21.44;53.58;5.50;6.50;61.67;
2021-11-19 00:35:00;21.43;53.58;5.57;6.57;61.67;
2021-11-19 00:30:00;21.47;53.59;5.38;6.38;62.83;
2021-11-19 00:25:00;21.47;53.57;5.50;6.50;64.76;
2021-11-19 00:20:00;21.50;53.53;5.00;6.00;66.35;
2021-11-19 00:15:00;21.51;53.53;5.13;6.13;68.46;
2021-11-19 00:10:00;21.54;53.52;5.75;6.75;68.84;
2021-11-19 00:05:00;21.54;53.47;5.71;6.71;71.81;
2021-11-19 00:00:00;21.57;53.45;5.88;6.88;73.46;
2021-11-18 23:55:00;21.60;53.44;6.86;7.86;74.80;
2021-11-18 23:50:00;21.65;53.35;5.75;6.75;77.68;
2021-11-18 23:45:00;21.63;53.32;6.13;7.13;79.43;
2021-11-18 23:40:00;21.67;53.35;6.00;7.00;80.46;
2021-11-18 23:35:00;21.68;53.30;5.88;6.88;81.49;
2021-11-18 23:30:00;21.73;53.25;6.88;7.88;85.20;
2021-11-18 23:25:00;21.73;53.19;6.71;7.71;87.04;
2021-11-18 23:20:00;21.74;53.21;7.13;8.13;88.93;
2021-11-18 23:15:00;21.77;53.17;7.13;8.13;90.96;
2021-11-18 23:10:00;21.78;53.13;6.29;7.29;93.27;
2021-11-18 23:05:00;21.83;53.11;6.75;7.75;95.63;
2021-11-18 23:00:00;21.87;53.03;7.38;8.38;98.80;
2021-11-18 22:55:00;21.87;53.03;7.86;8.86;100.60;
2021-11-18 22:50:00;21.94;52.99;7.50;8.50;104.19;
2021-11-18 22:45:00;21.94;52.92;8.86;9.86;106.62;
2021-11-18 22:40:00;21.98;52.91;8.13;9.13;110.18;
2021-11-18 22:35:00;22.04;52.89;8.25;9.25;114.16;
2021-11-18 22:30:00;22.05;52.84;8.57;9.57;117.50;
2021-11-18 22:25:00;22.09;52.82;9.00;10.00;120.90;
2021-11-18 22:20:00;22.11;52.78;8.38;9.38;125.35;
2021-11-18 22:15:00;22.15;52.72;9.71;10.71;129.53;
2021-11-18 22:10:00;22.17;52.66;9.13;10.13;134.14;
2021-11-18 22:05:00;22.23;52.69;9.63;10.63;139.08;
2021-11-18 22:00:00;22.26;52.59;10.14;11.14;143.04;
2021-11-18 21:55:00;22.30;52.56;11.13;12.13;149.73;
2021-11-18 21:50:00;22.34;52.57;9.75;10.75;154.86;
2021-11-18 21:45:00;22.35;52.52;11.29;12.29;161.59;
2021-11-18 21:40:00;22.42;52.44;10.38;11.38;168.01;
2021-11-18 21:35:00;22.48;52.40;12.00;13.00;175.04;
2021-11-18 21:30:00;22.52;52.38;12.25;13.25;182.63;
2021-11-18 21:25:00;22.56;52.34;12.63;13.63;190.01;
2021-11-18 21:20:00;22.64;52.32;13.29;14.29;198.99;
2021-11-18 21:15:00;22.67;52.30;13.38;14.38;206.39;
2021-11-18 21:10:00;22.74;52.25;12.75;13.75;217.31;
2021-11-18 21:05:00;22.79;52.25;13.71;14.71;227.66;
2021-11-18 21:00:00;22.84;52.23;13.50;14.50;239.94;
2021-11-18 20:55:00;22.89;52.18;14.00;15.00;251.13;
2021-11-18 20:50:00;22.97;52.12;14.14;15.14;262.79;
2021-11-18 20:45:00;23.05;52.14;13.75;14.75;274.55;
2021-11-18 20:40:00;23.05;52.06;15.13;16.13;285.98;
2021-11-18 20:35:00;23.10;52.10;14.86;15.86;286.88;
2021-11-18 20:30:00;23.15;52.18;15.25;16.25;284.97;
2021-11-18 20:25:00;23.18;52.16;15.00;16.00;289.62;
2021-11-18 20:20:00;23.19;52.16;14.43;15.43;298.04;
2021-11-18 20:15:00;23.22;52.13;16.63;17.63;307.00;
2021-11-18 20:10:00;23.25;52.08;16.00;17.00;318.67;
2021-11-18 20:05:00;23.33;51.98;16.25;17.25;341.50;
2021-11-18 20:00:00;23.45;51.81;14.75;15.75;373.99;
2021-11-18 19:55:00;23.50;51.48;14.29;15.29;364.04;
2021-11-18 19:50:00;23.54;51.32;15.63;16.63;352.47;
2021-11-18 19:45:00;23.62;51.32;14.38;15.38;353.73;
2021-11-18 19:40:00;23.67;51.29;14.86;15.86;357.46;
2021-11-18 19:35:00;23.67;51.25;14.50;15.50;365.21;
2021-11-18 19:30:00;23.77;51.37;12.63;13.63;385.42;
2021-11-18 19:25:00;23.85;51.38;11.86;12.86;371.54;
2021-11-18 19:20:00;23.87;51.37;11.38;12.38;367.06;
2021-11-18 19:15:00;23.88;51.47;11.63;12.63;370.91;
2021-11-18 19:10:00;23.87;51.32;13.86;14.86;363.02;
2021-11-18 19:05:00;23.93;51.17;10.88;11.88;366.99;
2021-11-18 19:00:00;23.96;51.47;12.75;13.75;380.90;
2021-11-18 18:55:00;23.96;51.38;14.71;15.71;385.24;
2021-11-18 18:50:00;23.99;51.29;13.25;14.25;393.22;
2021-11-18 18:45:00;24.01;51.67;15.00;16.00;414.41;
2021-11-18 18:40:00;24.05;51.68;14.25;15.25;427.48;
2021-11-18 18:35:00;24.05;52.12;14.13;15.13;434.75;
2021-11-18 18:30:00;24.03;52.34;15.43;16.43;451.21;
2021-11-18 18:25:00;24.03;52.45;15.00;16.00;461.84;
2021-11-18 18:20:00;24.03;52.47;15.38;16.38;468.39;
2021-11-18 18:15:00;24.02;52.76;14.14;15.14;465.39;
2021-11-18 18:10:00;24.01;52.66;13.38;14.38;472.31;
2021-11-18 18:05:00;24.05;52.73;13.88;14.88;479.54;
2021-11-18 18:00:00;24.07;52.92;12.71;13.71;466.39;
2021-11-18 17:55:00;24.05;52.93;12.63;13.63;464.86;
2021-11-18 17:50:00;24.03;52.69;12.29;13.29;442.07;
2021-11-18 17:45:00;24.05;52.78;13.29;14.29;441.99;
2021-11-18 17:40:00;24.11;52.88;12.13;13.13;454.69;
2021-11-18 17:35:00;24.10;52.91;10.50;11.50;454.59;
2021-11-18 17:30:00;24.09;52.85;11.29;12.29;458.99;
2021-11-18 17:25:00;24.11;53.07;9.63;10.63;461.64;
2021-11-18 17:20:00;24.13;53.01;8.57;9.57;464.55;
2021-11-18 17:15:00;24.13;53.06;10.13;11.13;446.79;
2021-11-18 17:10:00;24.11;53.10;9.25;10.25;438.53;
2021-11-18 17:05:00;24.11;53.32;8.86;9.86;447.53;
2021-11-18 17:00:00;24.11;53.35;7.88;8.88;449.69;
2021-11-18 16:55:00;24.07;53.23;5.75;6.75;438.01;
2021-11-18 16:50:00;24.03;53.31;4.43;5.43;442.01;
2021-11-18 16:45:00;24.05;53.37;2.13;3.13;421.18;
2021-11-18 16:40:00;24.02;53.53;2.25;3.25;418.54;
2021-11-18 16:35:00;23.98;53.53;2.43;3.43;391.99;
2021-11-18 16:30:00;23.98;53.43;2.38;3.38;390.72;
2021-11-18 16:25:00;23.97;53.60;2.38;3.38;380.38;
2021-11-18 16:20:00;23.94;53.74;2.86;3.86;379.13;
2021-11-18 16:15:00;23.94;53.86;3.00;4.00;365.52;
2021-11-18 16:10:00;23.92;53.93;3.50;4.50;345.32;
2021-11-18 16:05:00;23.88;53.69;3.86;4.86;309.03;
2021-11-18 16:00:00;23.94;53.47;4.38;5.38;431.95;
2021-11-18 15:55:00;23.94;53.75;3.86;4.86;454.38;
2021-11-18 15:50:00;23.96;53.92;3.50;4.50;454.60;
2021-11-18 15:45:00;23.94;53.85;4.00;5.00;459.66;
2021-11-18 15:40:00;23.97;53.84;3.43;4.43;503.60;
2021-11-18 15:35:00;23.98;53.62;3.63;4.63;540.94;
2021-11-18 15:30:00;24.01;53.75;3.75;4.75;544.36;
2021-11-18 15:25:00;24.03;53.42;4.14;5.14;578.20;
2021-11-18 15:20:00;24.09;53.55;4.88;5.88;611.97;
2021-11-18 15:15:00;24.11;53.55;4.75;5.75;687.79;
2021-11-18 15:10:00;24.16;53.58;7.29;8.29;701.50;
2021-11-18 15:05:00;24.24;53.25;3.63;4.63;707.63;
2021-11-18 15:00:00;24.25;53.20;2.75;3.75;742.25;
2021-11-18 14:55:00;24.31;53.25;2.57;3.57;758.73;
2021-11-18 14:50:00;24.32;53.22;2.38;3.38;786.46;
2021-11-18 14:45:00;24.32;53.22;2.38;3.38;759.11;
2021-11-18 14:40:00;24.33;53.25;2.86;3.86;777.47;
2021-11-18 14:35:00;24.31;53.28;2.63;3.63;787.56;
2021-11-18 14:30:00;24.32;53.35;2.71;3.71;830.90;
2021-11-18 14:25:00;24.29;53.46;2.75;3.75;815.11;
2021-11-18 14:20:00;24.27;53.41;3.38;4.38;801.97;
2021-11-18 14:15:00;24.27;53.38;2.86;3.86;800.83;
2021-11-18 14:10:00;24.27;53.44;3.25;4.25;793.94;
2021-11-18 14:05:00;24.23;53.61;3.38;4.38;796.33;
2021-11-18 14:00:00;24.18;53.75;3.57;4.57;778.51;
2021-11-18 13:55:00;24.19;53.56;3.00;4.00;784.80;
2021-11-18 13:50:00;24.13;53.57;3.38;4.38;778.61;
2021-11-18 13:45:00;24.11;53.51;3.29;4.29;782.40;
2021-11-18 13:40:00;24.05;53.50;3.25;4.25;767.65;
2021-11-18 13:35:00;24.05;53.48;3.00;4.00;743.20;
2021-11-18 13:30:00;24.01;53.53;3.57;4.57;778.78;
2021-11-18 13:25:00;24.02;53.57;3.25;4.25;758.15;
2021-11-18 13:20:00;24.02;53.44;4.00;5.00;781.27;
2021-11-18 13:15:00;24.01;53.53;3.71;4.71;747.72;
2021-11-18 13:10:00;23.98;53.36;3.63;4.63;730.01;
2021-11-18 13:05:00;23.96;53.37;3.88;4.88;745.75;
2021-11-18 13:00:00;23.97;53.42;4.29;5.29;732.22;
2021-11-18 12:55:00;23.96;53.45;4.00;5.00;720.82;
2021-11-18 12:50:00;23.93;53.29;4.29;5.29;695.07;
2021-11-18 12:45:00;23.89;53.41;4.13;5.13;686.28;
2021-11-18 12:40:00;23.92;53.48;4.25;5.25;674.97;
2021-11-18 12:35:00;23.87;53.41;3.57;4.57;651.41;
2021-11-18 12:30:00;23.83;53.37;4.13;5.13;638.42;
2021-11-18 12:25:00;23.83;53.39;4.00;5.00;632.17;
2021-11-18 12:20:00;23.79;53.35;3.86;4.86;596.05;
2021-11-18 12:15:00;23.79;53.25;3.88;4.88;587.11;
2021-11-18 12:10:00;23.73;53.36;3.38;4.43;573.82;
2021-11-18 12:05:00;23.74;53.30;3.43;4.43;576.05;
2021-11-18 12:00:00;23.70;53.50;3.63;4.63;583.77;
2021-11-18 11:55:00;23.69;53.59;3.50;4.50;597.21;
2021-11-18 11:50:00;23.62;53.59;3.71;4.71;580.80;
2021-11-18 11:45:00;23.58;53.36;3.50;4.50;614.66;
2021-11-18 11:40:00;23.58;53.59;3.50;4.50;581.52;
2021-11-18 11:35:00;23.57;53.37;3.00;4.00;561.98;
2021-11-18 11:30:00;23.54;53.17;2.88;3.88;547.00;
2021-11-18 11:25:00;23.54;53.16;3.29;4.29;555.95;
2021-11-18 11:20:00;23.50;53.28;2.75;3.75;546.79;
2021-11-18 11:15:00;23.52;53.21;3.13;4.13;550.19;
2021-11-18 11:10:00;23.48;53.31;2.71;3.71;566.56;
2021-11-18 11:05:00;23.48;53.76;3.13;4.13;589.00;
2021-11-18 11:00:00;23.41;53.73;3.25;4.25;580.31;
2021-11-18 10:55:00;-;-;3.50;4.50;-;
2021-11-18 10:50:00;23.33;53.56;3.00;4.00;548.19;
2021-11-18 10:45:00;23.27;53.79;2.75;3.75;551.61;
2021-11-18 10:40:00;23.21;53.72;3.25;4.25;528.35;
2021-11-18 10:35:00;23.17;53.77;2.86;3.86;534.71;
2021-11-18 10:30:00;23.10;53.67;2.63;3.63;532.66;
2021-11-18 10:25:00;23.02;53.80;3.14;4.14;523.12;
2021-11-18 10:20:00;22.98;53.64;2.88;3.88;516.87;
2021-11-18 10:15:00;22.92;53.91;4.00;5.00;543.41;
2021-11-18 10:10:00;22.84;53.70;3.86;4.86;515.09;
2021-11-18 10:05:00;22.77;53.72;3.50;4.50;559.27;
2021-11-18 10:00:00;22.69;54.07;3.63;4.63;548.82;
2021-11-18 09:55:00;22.54;54.24;3.57;4.57;529.94;
2021-11-18 09:50:00;22.36;54.27;3.63;4.63;513.34;
2021-11-18 09:45:00;22.22;54.50;3.63;4.63;469.62;
2021-11-18 09:40:00;22.00;54.35;3.71;4.71;441.26;
2021-11-18 09:35:00;21.85;54.56;4.00;5.00;437.68;
2021-11-18 09:30:00;21.68;54.66;3.57;4.57;437.36;
2021-11-18 09:25:00;21.50;54.60;3.88;4.88;378.14;
2021-11-18 09:20:00;21.33;54.27;3.88;4.88;332.27;
2021-11-18 09:15:00;21.21;54.38;3.14;4.14;287.04;
2021-11-18 09:10:00;21.10;54.41;3.88;4.88;226.48;
2021-11-18 09:05:00;21.03;53.85;4.13;5.13;186.75;
2021-11-18 09:00:00;20.95;53.84;4.29;5.29;150.45;
2021-11-18 08:55:00;20.86;53.75;4.13;5.13;126.26;
2021-11-18 08:50:00;20.78;53.75;4.38;5.38;103.16;
2021-11-18 08:45:00;20.68;53.79;4.43;5.43;82.70;
2021-11-18 08:40:00;20.59;53.64;3.75;4.75;81.81;
2021-11-18 08:35:00;20.57;53.24;3.88;4.88;74.99;
2021-11-18 08:30:00;20.49;52.69;3.86;4.86;55.68;
2021-11-18 08:25:00;20.44;52.87;4.00;5.00;47.70;
2021-11-18 08:20:00;20.42;52.89;3.88;4.88;31.79;
2021-11-18 08:15:00;20.44;52.78;3.86;4.86;25.20;
2021-11-18 08:10:00;-;-;3.00;4.00;24.44;
2021-11-18 08:00:00;-;-;4.00;5.00;-;
2021-11-18 07:55:00;20.49;52.74;4.38;5.38;24.54;
2021-11-18 07:50:00;20.47;52.84;3.86;4.86;24.99;
2021-11-18 07:45:00;20.49;52.71;4.25;5.25;25.55;
2021-11-18 07:40:00;20.49;52.69;4.00;5.00;25.14;
2021-11-18 07:35:00;20.50;52.66;4.14;5.14;24.71;
2021-11-18 07:30:00;20.52;52.67;4.13;5.13;24.13;
2021-11-18 07:25:00;20.52;52.65;4.50;5.50;24.44;
2021-11-18 07:20:00;20.52;52.50;4.29;5.29;25.74;
2021-11-18 07:15:00;20.54;52.60;4.14;5.14;24.83;
2021-11-18 07:10:00;20.54;52.54;4.13;5.13;24.54;
2021-11-18 07:05:00;20.57;52.51;4.43;5.43;24.62;
2021-11-18 07:00:00;20.55;52.33;4.00;5.00;24.82;
2021-11-18 06:55:00;20.58;52.45;4.29;5.29;24.60;
2021-11-18 06:50:00;20.59;52.47;4.13;5.13;24.98;
2021-11-18 06:45:00;20.59;52.38;4.50;5.50;24.71;
2021-11-18 06:40:00;20.62;52.27;4.14;5.14;25.11;
2021-11-18 06:35:00;20.62;52.12;4.13;5.13;25.23;
2021-11-18 06:30:00;20.63;52.26;4.29;5.29;25.73;
2021-11-18 06:25:00;20.64;52.17;4.57;5.57;25.54;
2021-11-18 06:20:00;20.64;52.04;4.25;5.25;26.29;
2021-11-18 06:15:00;20.67;52.03;4.50;5.50;25.08;
2021-11-18 06:10:00;20.67;52.01;4.57;5.57;25.59;
2021-11-18 06:05:00;20.68;52.01;4.50;5.50;26.02;
2021-11-18 06:00:00;20.67;52.00;5.00;6.00;25.80;
2021-11-18 05:55:00;20.68;52.06;4.29;5.29;25.91;
2021-11-18 05:50:00;20.70;51.99;4.88;5.88;26.55;
2021-11-18 05:45:00;20.71;51.83;4.71;5.71;26.28;
2021-11-18 05:40:00;20.71;51.70;4.88;5.88;25.96;
2021-11-18 05:35:00;20.71;51.73;4.63;5.63;26.64;
2021-11-18 05:30:00;20.72;51.72;4.86;5.86;25.42;
